unnamed:_0,unnamed:_1,unnamed:_2,sheet_name,source_file,document_type,order_no,count,date,supp_ref,supp_name,can_ord,item_code,item,description,quantity,ord_cost,grn_qty,grn_cost,inv_qty,return_qty
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1019973.0,1.0,,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,,,P000015061,PUNCTURE REPAIR,1.0,1661.75,1.0,1661.75,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1019974.0,1.0,,400951,KLERKSDORP PANEL BEATERS & SPRAY PAINTERS,,,REPAIR,repair and maintanance,1.0,4812.75,1.0,4812.75,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1019975.0,1.0,,401450,ELEGANT LINE TRADING 785 CC,,,224688,REPAIR AND MAINTENANCE,65.0,145080.0,65.0,145080.0,65.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1019976.0,1.0,,854723,NOKHAYA SECURITY SOLUTIONS (PTY) LTD,,,D000003318,DRAINAGE PUMP 0;75Kw,1.0,29850.0,1.0,29850.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1019977.0,1.0,,8089,NOZIZWEBUSINESS SOLUTIONS,,,211600,PAINTING,1.0,29900.0,1.0,29900.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1019978.0,1.0,,401098,MOLELEDI CIVILS CC,,,138270,SUPPLY AND DELIVERY,6.0,29880.0,6.0,29880.0,6.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1019979.0,1.0,,810083,BOLEKANO BUILDING CONTRACTORS,,,0000123458,repair rear lower body panel:,1.0,71097.34,1.0,71097.34,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1019980.0,1.0,,402108,BLOEM K TRADING ENTERPRISE (PTY) LTD,,,138270,SUPPLY AND DELIVERY,300.0,29550.0,300.0,29550.0,300.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1019981.0,1.0,,810083,BOLEKANO BUILDING CONTRACTORS,,,0000123458,repair rear lower body panel:,1.0,25192.52,1.0,25192.52,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1019982.0,1.0,,910070,SERVICES FOR WATER AND SANITATION,,,138270,SUPPLY AND DELIVERY,1.0,28635.0,1.0,28635.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1019983.0,1.0,,810083,BOLEKANO BUILDING CONTRACTORS,,,0000123458,repair rear lower body panel:,1.0,23498.57,1.0,23498.57,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1019984.0,1.0,,910070,SERVICES FOR WATER AND SANITATION,,,161084,REMOVE,1.0,29671.15,1.0,29671.15,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1019985.0,1.0,,800093,BOKAO AMAHLE HOLDINGS (PTY) LTD,,,129621,SUPPLY+DELIVER PLASTIC REFUSE,1.0,632640.0,1.0,632640.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1019986.0,1.0,,400833,E.K. CONSTRUCTION AND ALL GENERAL TRADING,,,269086,PLANT HIRE,1.0,180286.65,1.0,180286.65,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1019988.0,1.0,,840099,SWAMDLHA TRADING AND PROJECTS,,,269086,PLANT HIRE,1.0,268686.0,1.0,268686.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1019989.0,1.0,,879955,HETANI TRADING ENTERPRISE (PTY) LTD,,,269086,PLANT HIRE,1.0,233910.0,1.0,233910.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1019990.0,1.0,,101532,DRAWING & OFFICE EQUIPMENT,,,125001,BOOKS,1.0,38.0,1.0,38.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1019991.0,1.0,,101532,DRAWING & OFFICE EQUIPMENT,,,164135,SCISSOR,2.0,52.0,2.0,52.0,2.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1019992.0,1.0,,101532,DRAWING & OFFICE EQUIPMENT,,,197791,PENTEL PENCIL 0.5,4.0,95.97,4.0,95.97,4.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1019993.0,1.0,,101532,DRAWING & OFFICE EQUIPMENT,,,231842,SCISSOR 170MM OFFICE,1.0,70.99,1.0,70.99,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1019994.0,1.0,,101532,DRAWING & OFFICE EQUIPMENT,,,239483,POST IT NOTES NEON COLOURS,1.0,33.01,1.0,33.01,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1019995.0,1.0,,101532,DRAWING & OFFICE EQUIPMENT,,,265296,REMVE,6.0,77.97,6.0,77.97,6.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1019996.0,1.0,,101532,DRAWING & OFFICE EQUIPMENT,,,C000000021,CARBURATOR,2.0,414.0,2.0,414.0,2.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1019997.0,1.0,,101532,DRAWING & OFFICE EQUIPMENT,,,F17192,FILE DIVIDERS PLAIN,1.0,59.0,1.0,59.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1019999.0,1.0,,101532,DRAWING & OFFICE EQUIPMENT,,,I000008142,INDEX DIVIDERS,2.0,36.0,2.0,36.0,2.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020001.0,1.0,,101532,DRAWING & OFFICE EQUIPMENT,,,N000013036,NOTES TRACKING,1.0,49.99,1.0,49.99,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020002.0,1.0,,101532,DRAWING & OFFICE EQUIPMENT,,,S000018120,STAPLE REMOVER,3.0,44.99001,3.0,44.99001,3.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020003.0,1.0,,101532,DRAWING & OFFICE EQUIPMENT,,,S000018159,STAPLE REMOVER,1.0,68.0,1.0,68.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020004.0,1.0,,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,,,T000019079,TYRE,4.0,3570.14,4.0,3570.14,4.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020005.0,1.0,,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,,,T000019079,TYRE,6.0,16170.66,6.0,16170.66,6.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020007.0,1.0,,402547,KHUWAIT GROUP OF COMPANIES,,,P000015061,PUNCTURE REPAIR,1.0,500.0,1.0,500.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020008.0,1.0,,402547,KHUWAIT GROUP OF COMPANIES,,,P000015061,PUNCTURE REPAIR,1.0,500.0,1.0,500.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020009.0,1.0,,402547,KHUWAIT GROUP OF COMPANIES,CAN,,P000015061,PUNCTURE REPAIR,1.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020010.0,1.0,,402547,KHUWAIT GROUP OF COMPANIES,,,P000015061,PUNCTURE REPAIR,1.0,500.0,1.0,500.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020011.0,1.0,,400810,KWENDE CONSTRUCTION CC TA KWENDE ELECTRICAL SUPPL,,,C29313,CBI DOMESTIC CONTRACTORS,175.0,29583.80075,175.0,29583.80075,175.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020012.0,1.0,,400810,KWENDE CONSTRUCTION CC TA KWENDE ELECTRICAL SUPPL,,,I000008127,IGNITOR 1000W 250V,220.0,27324.0,220.0,27324.0,220.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020013.0,1.0,,400810,KWENDE CONSTRUCTION CC TA KWENDE ELECTRICAL SUPPL,,,B000011077,BALLAST,35.0,28134.80005,35.0,28134.80005,35.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020014.0,1.0,,400810,KWENDE CONSTRUCTION CC TA KWENDE ELECTRICAL SUPPL,,,121709,CONTACTOR,65.0,24667.5,65.0,24667.5,65.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020015.0,1.0,,400066,VIC'S AUTO ELECTRICAL & REPAIRS,,,REPLACE,replace stolen property,1.0,3746.86,1.0,3746.86,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020016.0,1.0,,400951,KLERKSDORP PANEL BEATERS & SPRAY PAINTERS,,,REPAIR,repair and maintanance,1.0,4577.0,1.0,4577.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020017.0,1.0,,18694,STAR MINING SUPPLIES,,,281501,OSRAM 18BC GLOBE,176.0,20644.8,176.0,20644.8,176.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020018.0,1.0,,401138,DIRABOTLE PROJECTS (PTY) LTD,,,224688,REPAIR AND MAINTENANCE,1.0,89688.5,1.0,89688.5,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020019.0,1.0,,200195,M EBERSOHN TRUCK AND DIESEL CC               L,,,B000001148,BRAKES REPAIR,1.0,30628.25,1.0,30628.25,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020022.0,1.0,,401138,DIRABOTLE PROJECTS (PTY) LTD,,,224688,REPAIR AND MAINTENANCE,1.0,92000.0,1.0,92000.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020023.0,1.0,,401138,DIRABOTLE PROJECTS (PTY) LTD,,,224688,REPAIR AND MAINTENANCE,1.0,142025.0,1.0,142025.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020024.0,1.0,,401138,DIRABOTLE PROJECTS (PTY) LTD,,,224688,REPAIR AND MAINTENANCE,1.0,112010.0,1.0,112010.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020026.0,1.0,,401138,DIRABOTLE PROJECTS (PTY) LTD,,,224688,REPAIR AND MAINTENANCE,1.0,78706.0,1.0,78706.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020027.0,1.0,,401138,DIRABOTLE PROJECTS (PTY) LTD,,,224688,REPAIR AND MAINTENANCE,1.0,65320.0,1.0,65320.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020028.0,1.0,,401138,DIRABOTLE PROJECTS (PTY) LTD,,,224688,REPAIR AND MAINTENANCE,1.0,118680.0,1.0,118680.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020029.0,1.0,,401138,DIRABOTLE PROJECTS (PTY) LTD,,,224688,REPAIR AND MAINTENANCE,1.0,58650.0,1.0,58650.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020030.0,1.0,,401138,DIRABOTLE PROJECTS (PTY) LTD,,,224688,REPAIR AND MAINTENANCE,1.0,181890.0,1.0,181890.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020032.0,1.0,,401138,DIRABOTLE PROJECTS (PTY) LTD,,,224688,REPAIR AND MAINTENANCE,1.0,168958.0,1.0,168958.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020034.0,1.0,,400719,KGAUWE FUNERAL UNDERTAKERS (KGAUWE TRANSPORTATION),,,130358,PAUPER FUNERAL,1.0,6001.0,1.0,6001.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020035.0,1.0,,403081,REMMOGO RETLOTLEGEILE HOLDINGS AND TRADINGS(PTY)LT,,,130358,PAUPER FUNERAL,1.0,6001.0,1.0,6001.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020037.0,1.0,,400719,KGAUWE FUNERAL UNDERTAKERS (KGAUWE TRANSPORTATION),,,130358,PAUPER FUNERAL,1.0,6001.0,1.0,6001.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020038.0,1.0,,402415,MOJALEFA PHOOFOLO FUNERAL HOME (PTY) LTD,,,130358,PAUPER FUNERAL,1.0,6001.0,1.0,6001.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020039.0,1.0,,403081,REMMOGO RETLOTLEGEILE HOLDINGS AND TRADINGS(PTY)LT,,,130358,PAUPER FUNERAL,1.0,6001.0,1.0,6001.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020040.0,1.0,,400719,KGAUWE FUNERAL UNDERTAKERS (KGAUWE TRANSPORTATION),,,130358,PAUPER FUNERAL,1.0,7738.0,1.0,7738.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020041.0,1.0,,830040,NUCON PLUMBING WHOLESALERS CC,,,214204,CABLE 3X95 PILC HT COPPER,300.0,348139.5,300.0,348139.5,300.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020042.0,1.0,,400719,KGAUWE FUNERAL UNDERTAKERS (KGAUWE TRANSPORTATION),,,130358,PAUPER FUNERAL,1.0,2725.0,1.0,2725.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020043.0,1.0,,80014,TSIKAKU HOLDINGS,,,209015,MINISUB 500KVA 3P,1.0,770040.0,1.0,770040.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020044.0,1.0,,80014,TSIKAKU HOLDINGS,,,212857,TRANSFORMER 200 KVA,1.0,106260.0,1.0,106260.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020045.0,1.0,,402415,MOJALEFA PHOOFOLO FUNERAL HOME (PTY) LTD,,,130358,PAUPER FUNERAL,1.0,6001.0,1.0,6001.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020046.0,1.0,,101532,DRAWING & OFFICE EQUIPMENT,,,209420,DIARY A5 PAD EXECUTIVE 2-TONE,5.0,395.03,5.0,395.03,5.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020047.0,1.0,,101532,DRAWING & OFFICE EQUIPMENT,,,D000003017,DIARIES A4,5.0,646.97,5.0,646.97,5.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020048.0,1.0,,3743,BATTERY CENTRE,,,B000000099,BATTERY,1.0,1587.5,1.0,1587.5,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020049.0,1.0,,100749,LITHOTECH SALES - BLOEMFONTEIN,CAN,,131174,LETTERHEADS -full colour,15000.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020051.0,1.0,,800105,AGAH MARKETING AND PROJECTS,,,104264,HIGHLIGHTERS,1500.0,29550.0,1500.0,29550.0,1500.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020052.0,1.0,,103403,NTT NISSAN KLERKSDORP,CAN,,O000002153,OVERHEATING,1.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020053.0,1.0,,400810,KWENDE CONSTRUCTION CC TA KWENDE ELECTRICAL SUPPL,,,E000004051,ELECTRICAL MATERIALS,1.0,1764.9,1.0,1764.9,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020054.0,1.0,,200136,GAMES & PC SOUND CC,,,128700,HP 49 CARTRIDGE,2.0,4416.0,2.0,4416.0,2.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020055.0,1.0,,200136,GAMES & PC SOUND CC,,,131120,HP203 TONER-BLACK,2.0,2875.0,2.0,2875.0,2.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020056.0,1.0,,200136,GAMES & PC SOUND CC,,,131121,HP 203 TONER CARTRIDGE-YELLOW,2.0,3383.3,2.0,3383.3,2.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020057.0,1.0,,200136,GAMES & PC SOUND CC,,,131122,HP 203 TONER CARTRIDGE-CYAN,2.0,3383.3,2.0,3383.3,2.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020058.0,1.0,,200136,GAMES & PC SOUND CC,,,131123,HP 203 TONER CARTRIDGE-MAGENTA,2.0,3383.3,2.0,3383.3,2.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020059.0,1.0,,400810,KWENDE CONSTRUCTION CC TA KWENDE ELECTRICAL SUPPL,,,E000004051,ELECTRICAL MATERIALS,1.0,8726.6,1.0,8726.6,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020060.0,1.0,,910070,SERVICES FOR WATER AND SANITATION,,,284351,INSTALL,1.0,26427.0,1.0,26427.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020062.0,1.0,,910070,SERVICES FOR WATER AND SANITATION,,,131619,CLEAN,1.0,24437.5,1.0,24437.5,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020063.0,1.0,,910070,SERVICES FOR WATER AND SANITATION,,,126696,REPAIR,1.0,27887.5,1.0,27887.5,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020064.0,1.0,,910070,SERVICES FOR WATER AND SANITATION,,,159136,REPLACE,1.0,29118.0,1.0,29118.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020065.0,1.0,,910070,SERVICES FOR WATER AND SANITATION,,,250769,MANHOLE,1.0,28589.0,1.0,28589.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020066.0,1.0,,401388,KETHUTHULA HOLDINGS (PTY) LTD,,,103462,FILES FIVE CUT - YELLOW,7000.0,13020.0,7000.0,13020.0,7000.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020067.0,1.0,,401388,KETHUTHULA HOLDINGS (PTY) LTD,,,103497,FILES FIVE CUT,8000.0,14880.0,8000.0,14880.0,8000.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020068.0,1.0,,820038,RELETLOTLO TRADING ENTERPRISE,,,138270,SUPPLY AND DELIVERY,1.0,20064.0,1.0,20064.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020069.0,1.0,,401375,MOTSWA-IKE ENTERPRISE (PTY) LTD,,,255572,CLOSING OF SEWER SERVITUDE SIN,1.0,30000.0,1.0,30000.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020070.0,1.0,,401375,MOTSWA-IKE ENTERPRISE (PTY) LTD,,,125460,COLLAPSIBLE,1.0,29820.0,1.0,29820.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020071.0,1.0,,200195,M EBERSOHN TRUCK AND DIESEL CC               L,,,0000123458,repair rear lower body panel:,1.0,171308.26,1.0,171308.26,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020072.0,1.0,,200195,M EBERSOHN TRUCK AND DIESEL CC               L,,,0000123458,repair rear lower body panel:,1.0,394652.79,1.0,394652.79,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020073.0,1.0,,200195,M EBERSOHN TRUCK AND DIESEL CC               L,,,0000123458,repair rear lower body panel:,1.0,39711.94,1.0,39711.94,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020074.0,1.0,,200195,M EBERSOHN TRUCK AND DIESEL CC               L,,,0000123458,repair rear lower body panel:,1.0,104302.18,1.0,104302.18,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020075.0,1.0,,200195,M EBERSOHN TRUCK AND DIESEL CC               L,,,0000123458,repair rear lower body panel:,1.0,83813.77,1.0,83813.77,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020076.0,1.0,,810083,BOLEKANO BUILDING CONTRACTORS,,,0000123458,repair rear lower body panel:,1.0,268588.85,1.0,268588.85,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020077.0,1.0,,810083,BOLEKANO BUILDING CONTRACTORS,,,0000123458,repair rear lower body panel:,1.0,93365.76,1.0,93365.76,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020078.0,1.0,,821132,BONAFIDE AFRICA CONSULTING,,,282052,SUPPLY AND DELIVERY,5.0,27200.0,5.0,27200.0,5.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020079.0,1.0,,897541,KE MATLA EXCELLENCE SUPPLIERS AND PROJECTS CC,,,P263653,POLE MOUNTING BOX,30.0,28800.0,30.0,28800.0,30.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020081.0,1.0,,821037,TDS SISANDA,,,C29315,CONTACTORS 11KW 440W,6.0,28756.8,6.0,28756.8,6.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020082.0,1.0,,200195,M EBERSOHN TRUCK AND DIESEL CC               L,,,0000123458,repair rear lower body panel:,1.0,63846.59,1.0,63846.59,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020083.0,1.0,,830100,PHONDO LENDLOVUKAZI PTY LTD,,,206806,LAMPS M.V. 125 W,300.0,29985.0,300.0,29985.0,300.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020084.0,1.0,,200195,M EBERSOHN TRUCK AND DIESEL CC               L,,,0000123458,repair rear lower body panel:,1.0,65820.62,1.0,65820.62,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020085.0,1.0,,810083,BOLEKANO BUILDING CONTRACTORS,,,0000123458,repair rear lower body panel:,1.0,313709.5,1.0,313709.5,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020086.0,1.0,,810083,BOLEKANO BUILDING CONTRACTORS,,,0000123458,repair rear lower body panel:,1.0,55650.73,1.0,55650.73,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020087.0,1.0,,200692,FRIEDENTHAL EN SEUNS TA CHAMPION WHEEL & TYRE,,,T190132,TYRES & WHEEL ALIGHNMENT,2.0,1810.08,2.0,1810.08,2.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020088.0,1.0,,830101,KHUMOETSILE PROJECTS PTY LTD,CAN,,214841,CABLE ABC_3X120 70 CONDUCTER,5000.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020089.0,1.0,,840007,MAPANE PROJECTS & ENTERPRISE (PTY) LTD,,,215023,CONNECTORS P211 10-25MM,1500.0,29550.0,1500.0,29550.0,1500.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020090.0,1.0,,804052,REGONE TRADERS (PTY)LTD,,,267685,electrical cleaner,175.0,29400.0,175.0,29400.0,175.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020091.0,1.0,,800415,LEUNGO LA GAGO (PTY) LTD,,,201376,BREAKERS 63 A SF1-G3 CURVE2S/P,120.0,29040.0,120.0,29040.0,120.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020092.0,1.0,,812139,LEMA ENTERPRISE,,,268909,HANDLES PICK,140.0,29834.0,140.0,29834.0,140.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020093.0,1.0,,404016,MAMOKOMANE FUNERAL PARLOUR,CAN,,130358,PAUPER FUNERAL,1.0,0.0,0.0,0.0,0.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020094.0,1.0,,404016,MAMOKOMANE FUNERAL PARLOUR,,,130358,PAUPER FUNERAL,1.0,6001.0,1.0,6001.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020095.0,1.0,,403081,REMMOGO RETLOTLEGEILE HOLDINGS AND TRADINGS(PTY)LT,,,130358,PAUPER FUNERAL,1.0,6001.0,1.0,6001.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020096.0,1.0,,401413,THAVAKU TRADING (PTY) LTD,,,138270,SUPPLY AND DELIVERY,1.0,3960.0,1.0,3960.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020097.0,1.0,,401413,THAVAKU TRADING (PTY) LTD,,,138270,SUPPLY AND DELIVERY,1.0,11175.4,1.0,11175.4,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020098.0,1.0,,804045,CREATIVE FLEET SOLUTION,,,123462,SERVICE,1.0,6500.0,1.0,6500.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020099.0,1.0,,402547,KHUWAIT GROUP OF COMPANIES,,,P000015061,PUNCTURE REPAIR,1.0,500.0,1.0,500.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020100.0,1.0,,402547,KHUWAIT GROUP OF COMPANIES,,,P000015061,PUNCTURE REPAIR,1.0,350.0,1.0,350.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020101.0,1.0,,101532,DRAWING & OFFICE EQUIPMENT,,,293132,THERMAL,399.0,1996.00149,399.0,1996.00149,399.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020102.0,1.0,,400810,KWENDE CONSTRUCTION CC TA KWENDE ELECTRICAL SUPPL,,,162875,ELECTRIC,1.0,1850.0,1.0,1850.0,1.0,0.0
,,,2023 SupplierOrders,2023 List of Suppliers.xlsx,xlsx,1020103.0,1.0,,800988,KOKETSO PIONEERS,,,R000017201,RUBBER STAMP,1.0,18106.6,1.0,18106.6,1.0,0.0
